"","Time","Latitude_Deg","Longitude_Deg","Hs_Wave_Height_m","Tp_Wave_Period_sec","Dominant_Wave_Direction_Deg","Mean_Wave_Direction__Deg","Time_ET"
7,2026-03-14 02:00:00,-100000.000000,-100000.000000,0.16,2.0,236,195,2026-03-13 22:00:00
8,2026-03-14 03:00:00,-100000.000000,-100000.000000,0.11,1.7,107,90,2026-03-13 23:00:00
9,2026-03-14 04:00:00,-100000.000000,-100000.000000,0.12,1.6,119,119,2026-03-14
10,2026-03-14 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 01:00:00
11,2026-03-14 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 02:00:00
12,2026-03-14 07:00:00,-100000.000000,-100000.000000,0.05,2.5,91,87,2026-03-14 03:00:00
13,2026-03-14 08:00:00,-100000.000000,-100000.000000,0.09,1.8,276,255,2026-03-14 04:00:00
14,2026-03-14 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 05:00:00
15,2026-03-14 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 06:00:00
16,2026-03-14 11:00:00,-100000.000000,-100000.000000,0.23,2.4,287,288,2026-03-14 07:00:00
17,2026-03-14 12:00:00,-100000.000000,-100000.000000,0.15,2.4,304,291,2026-03-14 08:00:00
18,2026-03-14 13:00:00,-100000.000000,-100000.000000,0.18,1.8,267,272,2026-03-14 09:00:00
19,2026-03-14 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 10:00:00
20,2026-03-14 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 11:00:00
21,2026-03-14 16:00:00,-100000.000000,-100000.000000,0.26,1.7,283,288,2026-03-14 12:00:00
22,2026-03-14 17:00:00,-100000.000000,-100000.000000,0.27,1.5,319,325,2026-03-14 13:00:00
23,2026-03-14 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 14:00:00
24,2026-03-14 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 15:00:00
25,2026-03-14 20:00:00,-100000.000000,-100000.000000,0.31,1.9,287,288,2026-03-14 16:00:00
26,2026-03-14 21:00:00,-100000.000000,-100000.000000,0.31,1.9,286,290,2026-03-14 17:00:00
27,2026-03-14 22:00:00,-100000.000000,-100000.000000,0.28,1.9,279,284,2026-03-14 18:00:00
28,2026-03-14 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 19:00:00
29,2026-03-15,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 20:00:00
30,2026-03-15 01:00:00,-100000.000000,-100000.000000,0.24,1.7,296,305,2026-03-14 21:00:00
31,2026-03-15 02:00:00,-100000.000000,-100000.000000,0.23,1.8,273,281,2026-03-14 22:00:00
32,2026-03-15 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-14 23:00:00
33,2026-03-15 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15
34,2026-03-15 05:00:00,-100000.000000,-100000.000000,0.19,1.8,295,326,2026-03-15 01:00:00
35,2026-03-15 06:00:00,-100000.000000,-100000.000000,0.15,1.7,130,99,2026-03-15 02:00:00
36,2026-03-15 07:00:00,-100000.000000,-100000.000000,0.10,1.8,70,274,2026-03-15 03:00:00
37,2026-03-15 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 04:00:00
38,2026-03-15 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 05:00:00
39,2026-03-15 10:00:00,-100000.000000,-100000.000000,0.12,1.7,259,262,2026-03-15 06:00:00
40,2026-03-15 11:00:00,-100000.000000,-100000.000000,0.12,1.3,142,196,2026-03-15 07:00:00
41,2026-03-15 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 08:00:00
42,2026-03-15 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 09:00:00
43,2026-03-15 14:00:00,-100000.000000,-100000.000000,0.13,2.8,81,79,2026-03-15 10:00:00
44,2026-03-15 15:00:00,-100000.000000,-100000.000000,0.07,1.7,54,56,2026-03-15 11:00:00
45,2026-03-15 16:00:00,-100000.000000,-100000.000000,0.05,2.2,84,82,2026-03-15 12:00:00
46,2026-03-15 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 13:00:00
47,2026-03-15 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 14:00:00
48,2026-03-15 19:00:00,-100000.000000,-100000.000000,0.08,6.5,110,100,2026-03-15 15:00:00
49,2026-03-15 20:00:00,-100000.000000,-100000.000000,0.15,1.6,88,90,2026-03-15 16:00:00
50,2026-03-15 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 17:00:00
51,2026-03-15 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 18:00:00
52,2026-03-15 23:00:00,-100000.000000,-100000.000000,0.18,1.6,99,101,2026-03-15 19:00:00
53,2026-03-16,-100000.000000,-100000.000000,0.12,1.6,73,108,2026-03-15 20:00:00
54,2026-03-16 01:00:00,-100000.000000,-100000.000000,0.15,3.3,121,138,2026-03-15 21:00:00
55,2026-03-16 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 22:00:00
56,2026-03-16 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-15 23:00:00
57,2026-03-16 04:00:00,-100000.000000,-100000.000000,0.16,3.5,116,117,2026-03-16
58,2026-03-16 05:00:00,-100000.000000,-100000.000000,0.11,3.7,118,121,2026-03-16 01:00:00
59,2026-03-16 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 02:00:00
60,2026-03-16 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 03:00:00
61,2026-03-16 08:00:00,-100000.000000,-100000.000000,0.17,4.8,142,140,2026-03-16 04:00:00
62,2026-03-16 09:00:00,-100000.000000,-100000.000000,0.20,4.0,151,151,2026-03-16 05:00:00
63,2026-03-16 10:00:00,-100000.000000,-100000.000000,0.20,1.6,136,136,2026-03-16 06:00:00
64,2026-03-16 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 07:00:00
65,2026-03-16 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 08:00:00
1,2026-03-16 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 08:00:00
2,2026-03-16 13:00:00,-100000.000000,-100000.000000,0.26,3.5,108,111,2026-03-16 09:00:00
1,2026-03-16 13:00:00,-100000.000000,-100000.000000,0.26,3.5,108,111,2026-03-16 09:00:00
2,2026-03-16 14:00:00,-100000.000000,-100000.000000,0.30,6.3,139,128,2026-03-16 10:00:00
3,2026-03-16 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 11:00:00
4,2026-03-16 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 12:00:00
5,2026-03-16 17:00:00,-100000.000000,-100000.000000,0.24,5.4,87,81,2026-03-16 13:00:00
6,2026-03-16 18:00:00,-100000.000000,-100000.000000,0.19,4.5,96,85,2026-03-16 14:00:00
1,2026-03-16 18:00:00,-100000.000000,-100000.000000,0.19,4.5,96,85,2026-03-16 14:00:00
2,2026-03-16 19:00:00,-100000.000000,-100000.000000,0.23,5.3,120,160,2026-03-16 15:00:00
3,2026-03-16 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 16:00:00
1,2026-03-16 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 16:00:00
2,2026-03-16 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 17:00:00
3,2026-03-16 22:00:00,-100000.000000,-100000.000000,0.18,5.0,170,289,2026-03-16 18:00:00
4,2026-03-16 23:00:00,-100000.000000,-100000.000000,0.25,2.8,302,284,2026-03-16 19:00:00
5,2026-03-17,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 20:00:00
6,2026-03-17 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-16 21:00:00
7,2026-03-17 02:00:00,-100000.000000,-100000.000000,0.24,2.9,101,144,2026-03-16 22:00:00
8,2026-03-17 03:00:00,-100000.000000,-100000.000000,0.31,2.5,234,240,2026-03-16 23:00:00
9,2026-03-17 04:00:00,-100000.000000,-100000.000000,0.30,2.6,257,172,2026-03-17
10,2026-03-17 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 01:00:00
11,2026-03-17 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 02:00:00
12,2026-03-17 07:00:00,-100000.000000,-100000.000000,0.36,2.8,145,202,2026-03-17 03:00:00
13,2026-03-17 08:00:00,-100000.000000,-100000.000000,0.51,3.4,297,286,2026-03-17 04:00:00
14,2026-03-17 09:00:00,-100000.000000,-100000.000000,0.34,2.8,305,303,2026-03-17 05:00:00
15,2026-03-17 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 06:00:00
16,2026-03-17 11:00:00,-100000.000000,-100000.000000,0.30,3.1,302,298,2026-03-17 07:00:00
17,2026-03-17 12:00:00,-100000.000000,-100000.000000,0.28,3.0,263,262,2026-03-17 08:00:00
1,2026-03-17 12:00:00,-100000.000000,-100000.000000,0.28,3.0,263,262,2026-03-17 08:00:00
2,2026-03-17 13:00:00,-100000.000000,-100000.000000,0.23,2.3,244,244,2026-03-17 09:00:00
1,2026-03-17 13:00:00,-100000.000000,-100000.000000,0.23,2.3,244,244,2026-03-17 09:00:00
2,2026-03-17 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 10:00:00
1,2026-03-17 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 10:00:00
2,2026-03-17 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 11:00:00
1,2026-03-17 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 11:00:00
2,2026-03-17 16:00:00,-100000.000000,-100000.000000,0.26,2.1,254,258,2026-03-17 12:00:00
1,2026-03-17 16:00:00,-100000.000000,-100000.000000,0.26,2.1,254,258,2026-03-17 12:00:00
2,2026-03-17 17:00:00,-100000.000000,-100000.000000,0.25,1.5,248,260,2026-03-17 13:00:00
1,2026-03-17 17:00:00,-100000.000000,-100000.000000,0.25,1.5,248,260,2026-03-17 13:00:00
2,2026-03-17 18:00:00,-100000.000000,-100000.000000,0.26,2.3,265,255,2026-03-17 14:00:00
1,2026-03-17 18:00:00,-100000.000000,-100000.000000,0.26,2.3,265,255,2026-03-17 14:00:00
2,2026-03-17 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 15:00:00
1,2026-03-17 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 15:00:00
2,2026-03-17 20:00:00,-100000.000000,-100000.000000,0.19,2.3,75,16,2026-03-17 16:00:00
1,2026-03-17 20:00:00,-100000.000000,-100000.000000,0.19,2.3,75,16,2026-03-17 16:00:00
2,2026-03-17 21:00:00,-100000.000000,-100000.000000,0.18,1.4,320,320,2026-03-17 17:00:00
1,2026-03-17 21:00:00,-100000.000000,-100000.000000,0.18,1.4,320,320,2026-03-17 17:00:00
2,2026-03-17 22:00:00,-100000.000000,-100000.000000,0.23,1.9,302,308,2026-03-17 18:00:00
3,2026-03-17 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 19:00:00
4,2026-03-18,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-17 20:00:00
5,2026-03-18 01:00:00,-100000.000000,-100000.000000,0.22,2.1,295,302,2026-03-17 21:00:00
6,2026-03-18 02:00:00,-100000.000000,-100000.000000,0.24,1.9,309,313,2026-03-17 22:00:00
7,2026-03-18 03:00:00,-100000.000000,-100000.000000,0.28,1.8,329,326,2026-03-17 23:00:00
8,2026-03-18 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18
9,2026-03-18 05:00:00,-100000.000000,-100000.000000,0.30,1.8,330,359,2026-03-18 01:00:00
10,2026-03-18 06:00:00,-100000.000000,-100000.000000,0.24,2.0,329,332,2026-03-18 02:00:00
11,2026-03-18 07:00:00,-100000.000000,-100000.000000,0.19,1.4,348,353,2026-03-18 03:00:00
12,2026-03-18 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 04:00:00
13,2026-03-18 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 05:00:00
14,2026-03-18 10:00:00,-100000.000000,-100000.000000,0.15,1.2,304,82,2026-03-18 06:00:00
15,2026-03-18 11:00:00,-100000.000000,-100000.000000,0.15,1.2,313,302,2026-03-18 07:00:00
16,2026-03-18 12:00:00,-100000.000000,-100000.000000,0.15,6.4,7,306,2026-03-18 08:00:00
1,2026-03-18 12:00:00,-100000.000000,-100000.000000,0.15,6.4,7,306,2026-03-18 08:00:00
2,2026-03-18 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 09:00:00
1,2026-03-18 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 09:00:00
2,2026-03-18 14:00:00,-100000.000000,-100000.000000,0.16,6.3,71,329,2026-03-18 10:00:00
1,2026-03-18 14:00:00,-100000.000000,-100000.000000,0.16,6.3,71,329,2026-03-18 10:00:00
2,2026-03-18 15:00:00,-100000.000000,-100000.000000,0.15,2.1,300,315,2026-03-18 11:00:00
1,2026-03-18 15:00:00,-100000.000000,-100000.000000,0.15,2.1,300,315,2026-03-18 11:00:00
2,2026-03-18 16:00:00,-100000.000000,-100000.000000,0.14,1.6,258,293,2026-03-18 12:00:00
1,2026-03-18 16:00:00,-100000.000000,-100000.000000,0.14,1.6,258,293,2026-03-18 12:00:00
2,2026-03-18 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 13:00:00
1,2026-03-18 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 13:00:00
2,2026-03-18 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 14:00:00
1,2026-03-18 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 14:00:00
2,2026-03-18 19:00:00,-100000.000000,-100000.000000,0.05,5.8,76,55,2026-03-18 15:00:00
1,2026-03-18 19:00:00,-100000.000000,-100000.000000,0.05,5.8,76,55,2026-03-18 15:00:00
2,2026-03-18 20:00:00,-100000.000000,-100000.000000,0.06,2.8,66,61,2026-03-18 16:00:00
3,2026-03-18 21:00:00,-100000.000000,-100000.000000,0.04,3.6,87,89,2026-03-18 17:00:00
4,2026-03-18 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 18:00:00
5,2026-03-18 23:00:00,-100000.000000,-100000.000000,0.20,1.7,107,105,2026-03-18 19:00:00
6,2026-03-19,-100000.000000,-100000.000000,0.18,1.8,120,111,2026-03-18 20:00:00
7,2026-03-19 01:00:00,-100000.000000,-100000.000000,0.13,1.6,94,175,2026-03-18 21:00:00
8,2026-03-19 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 22:00:00
9,2026-03-19 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-18 23:00:00
10,2026-03-19 04:00:00,-100000.000000,-100000.000000,0.14,3.2,92,93,2026-03-19
11,2026-03-19 05:00:00,-100000.000000,-100000.000000,0.11,3.5,90,92,2026-03-19 01:00:00
12,2026-03-19 06:00:00,-100000.000000,-100000.000000,0.08,3.2,109,102,2026-03-19 02:00:00
13,2026-03-19 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 03:00:00
14,2026-03-19 08:00:00,-100000.000000,-100000.000000,0.06,3.6,75,62,2026-03-19 04:00:00
15,2026-03-19 09:00:00,-100000.000000,-100000.000000,0.05,1.7,123,101,2026-03-19 05:00:00
16,2026-03-19 10:00:00,-100000.000000,-100000.000000,0.04,2.7,77,75,2026-03-19 06:00:00
17,2026-03-19 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 07:00:00
18,2026-03-19 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 08:00:00
19,2026-03-19 13:00:00,-100000.000000,-100000.000000,0.09,3.7,99,102,2026-03-19 09:00:00
1,2026-03-19 13:00:00,-100000.000000,-100000.000000,0.09,3.7,99,102,2026-03-19 09:00:00
2,2026-03-19 14:00:00,-100000.000000,-100000.000000,0.07,3.5,144,151,2026-03-19 10:00:00
3,2026-03-19 15:00:00,-100000.000000,-100000.000000,0.08,3.1,75,105,2026-03-19 11:00:00
4,2026-03-19 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 12:00:00
1,2026-03-19 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 12:00:00
2,2026-03-19 17:00:00,-100000.000000,-100000.000000,0.13,1.6,139,128,2026-03-19 13:00:00
1,2026-03-19 17:00:00,-100000.000000,-100000.000000,0.13,1.6,139,128,2026-03-19 13:00:00
2,2026-03-19 18:00:00,-100000.000000,-100000.000000,0.16,1.9,138,127,2026-03-19 14:00:00
1,2026-03-19 18:00:00,-100000.000000,-100000.000000,0.16,1.9,138,127,2026-03-19 14:00:00
2,2026-03-19 19:00:00,-100000.000000,-100000.000000,0.12,1.8,125,126,2026-03-19 15:00:00
1,2026-03-19 19:00:00,-100000.000000,-100000.000000,0.12,1.8,125,126,2026-03-19 15:00:00
2,2026-03-19 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 16:00:00
3,2026-03-19 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 17:00:00
4,2026-03-19 22:00:00,-100000.000000,-100000.000000,0.10,3.2,96,86,2026-03-19 18:00:00
5,2026-03-19 23:00:00,-100000.000000,-100000.000000,0.13,3.0,105,98,2026-03-19 19:00:00
6,2026-03-20,-100000.000000,-100000.000000,0.10,2.0,310,308,2026-03-19 20:00:00
7,2026-03-20 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-19 21:00:00
8,2026-03-20 02:00:00,-100000.000000,-100000.000000,0.16,2.7,308,311,2026-03-19 22:00:00
9,2026-03-20 03:00:00,-100000.000000,-100000.000000,0.16,2.4,289,287,2026-03-19 23:00:00
10,2026-03-20 04:00:00,-100000.000000,-100000.000000,0.17,2.3,287,291,2026-03-20
11,2026-03-20 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 01:00:00
12,2026-03-20 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 02:00:00
13,2026-03-20 07:00:00,-100000.000000,-100000.000000,0.13,1.6,188,294,2026-03-20 03:00:00
14,2026-03-20 08:00:00,-100000.000000,-100000.000000,0.06,1.8,82,85,2026-03-20 04:00:00
15,2026-03-20 09:00:00,-100000.000000,-100000.000000,0.06,1.7,98,191,2026-03-20 05:00:00
16,2026-03-20 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 06:00:00
17,2026-03-20 11:00:00,-100000.000000,-100000.000000,0.08,2.4,87,91,2026-03-20 07:00:00
18,2026-03-20 12:00:00,-100000.000000,-100000.000000,0.06,2.3,295,298,2026-03-20 08:00:00
1,2026-03-20 12:00:00,-100000.000000,-100000.000000,0.06,2.3,295,298,2026-03-20 08:00:00
2,2026-03-20 13:00:00,-100000.000000,-100000.000000,0.07,2.7,310,313,2026-03-20 09:00:00
1,2026-03-20 13:00:00,-100000.000000,-100000.000000,0.07,2.7,310,313,2026-03-20 09:00:00
2,2026-03-20 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 10:00:00
1,2026-03-20 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 10:00:00
2,2026-03-20 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 11:00:00
3,2026-03-20 16:00:00,-100000.000000,-100000.000000,0.06,2.2,76,101,2026-03-20 12:00:00
1,2026-03-20 16:00:00,-100000.000000,-100000.000000,0.06,2.2,76,101,2026-03-20 12:00:00
2,2026-03-20 17:00:00,-100000.000000,-100000.000000,0.16,1.6,148,135,2026-03-20 13:00:00
1,2026-03-20 17:00:00,-100000.000000,-100000.000000,0.16,1.6,148,135,2026-03-20 13:00:00
2,2026-03-20 18:00:00,-100000.000000,-100000.000000,0.19,2.3,111,164,2026-03-20 14:00:00
1,2026-03-20 18:00:00,-100000.000000,-100000.000000,0.19,2.3,111,164,2026-03-20 14:00:00
2,2026-03-20 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 15:00:00
1,2026-03-20 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 15:00:00
2,2026-03-20 20:00:00,-100000.000000,-100000.000000,0.17,2.2,152,126,2026-03-20 16:00:00
3,2026-03-20 21:00:00,-100000.000000,-100000.000000,0.21,2.1,245,245,2026-03-20 17:00:00
4,2026-03-20 22:00:00,-100000.000000,-100000.000000,0.28,2.6,316,315,2026-03-20 18:00:00
5,2026-03-20 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 19:00:00
6,2026-03-21,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-20 20:00:00
7,2026-03-21 01:00:00,-100000.000000,-100000.000000,0.17,2.6,302,303,2026-03-20 21:00:00
8,2026-03-21 02:00:00,-100000.000000,-100000.000000,0.19,2.9,302,302,2026-03-20 22:00:00
9,2026-03-21 03:00:00,-100000.000000,-100000.000000,0.18,2.7,296,298,2026-03-20 23:00:00
10,2026-03-21 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21
11,2026-03-21 05:00:00,-100000.000000,-100000.000000,0.21,2.5,243,240,2026-03-21 01:00:00
12,2026-03-21 06:00:00,-100000.000000,-100000.000000,0.16,2.1,247,229,2026-03-21 02:00:00
13,2026-03-21 07:00:00,-100000.000000,-100000.000000,0.12,7.6,280,84,2026-03-21 03:00:00
14,2026-03-21 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 04:00:00
15,2026-03-21 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 05:00:00
16,2026-03-21 10:00:00,-100000.000000,-100000.000000,0.05,6.9,118,88,2026-03-21 06:00:00
17,2026-03-21 11:00:00,-100000.000000,-100000.000000,0.05,4.7,86,76,2026-03-21 07:00:00
18,2026-03-21 12:00:00,-100000.000000,-100000.000000,0.05,5.4,98,96,2026-03-21 08:00:00
19,2026-03-21 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 09:00:00
20,2026-03-21 14:00:00,-100000.000000,-100000.000000,0.13,1.5,325,100,2026-03-21 10:00:00
21,2026-03-21 15:00:00,-100000.000000,-100000.000000,0.10,6.4,125,116,2026-03-21 11:00:00
22,2026-03-21 16:00:00,-100000.000000,-100000.000000,0.12,6.6,136,124,2026-03-21 12:00:00
23,2026-03-21 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 13:00:00
24,2026-03-21 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 14:00:00
25,2026-03-21 19:00:00,-100000.000000,-100000.000000,0.21,1.4,308,355,2026-03-21 15:00:00
26,2026-03-21 20:00:00,-100000.000000,-100000.000000,0.21,1.4,324,5,2026-03-21 16:00:00
27,2026-03-21 21:00:00,-100000.000000,-100000.000000,0.22,3.0,44,28,2026-03-21 17:00:00
28,2026-03-21 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 18:00:00
29,2026-03-21 23:00:00,-100000.000000,-100000.000000,0.18,1.9,20,26,2026-03-21 19:00:00
30,2026-03-22,-100000.000000,-100000.000000,0.11,1.4,27,47,2026-03-21 20:00:00
31,2026-03-22 01:00:00,-100000.000000,-100000.000000,0.10,1.5,154,123,2026-03-21 21:00:00
32,2026-03-22 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 22:00:00
33,2026-03-22 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-21 23:00:00
34,2026-03-22 04:00:00,-100000.000000,-100000.000000,0.19,1.5,79,51,2026-03-22
35,2026-03-22 05:00:00,-100000.000000,-100000.000000,0.23,2.3,9,16,2026-03-22 01:00:00
36,2026-03-22 06:00:00,-100000.000000,-100000.000000,0.18,2.5,12,45,2026-03-22 02:00:00
37,2026-03-22 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 03:00:00
38,2026-03-22 08:00:00,-100000.000000,-100000.000000,0.21,4.7,78,78,2026-03-22 04:00:00
39,2026-03-22 09:00:00,-100000.000000,-100000.000000,0.15,2.8,48,57,2026-03-22 05:00:00
40,2026-03-22 10:00:00,-100000.000000,-100000.000000,0.12,3.3,91,96,2026-03-22 06:00:00
41,2026-03-22 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 07:00:00
42,2026-03-22 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 08:00:00
43,2026-03-22 13:00:00,-100000.000000,-100000.000000,0.13,3.2,142,140,2026-03-22 09:00:00
44,2026-03-22 14:00:00,-100000.000000,-100000.000000,0.13,2.0,234,161,2026-03-22 10:00:00
45,2026-03-22 15:00:00,-100000.000000,-100000.000000,0.10,2.4,290,283,2026-03-22 11:00:00
46,2026-03-22 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 12:00:00
47,2026-03-22 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 13:00:00
48,2026-03-22 18:00:00,-100000.000000,-100000.000000,0.26,2.8,292,290,2026-03-22 14:00:00
49,2026-03-22 19:00:00,-100000.000000,-100000.000000,0.20,2.3,287,278,2026-03-22 15:00:00
50,2026-03-22 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 16:00:00
51,2026-03-22 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 17:00:00
